1 2 5 6 10 16 17 18 
1 
1 6 7 10 11 14 15 16 18 
9 
1 7 9 10 14 16 17 
7 
1 7 10 14 16 
7 9 
1 6 10 16 18 
1 9 
1 9 18 
6 
1 18 
1 6 9 
1 10 16 17 
1 7 
1 10 16 
1 7 9 
1 9 
6 7 
1 
1 3 6 7 9 
7 10 12 13 16 19 
4 
6 7 11 13 16 18 19 
8 
7 13 16 19 
4 8 
7 10 16 
4 7 9 
10 16 
1 4 7 9 
6 7 11 16 18 
8 9 
7 16 
4 7 8 9 
7 
4 7 8 9 10 
6 16 18 
1 8 9 
16 
1 4 7 8 9 
18 
1 6 8 9 
